User ID,Date,Day,Show,Season,Episode,Time Watched,Gender,Completed,Time of Day
62112,2/9/2019,Saturday,Orange Is The New Black,3,7,18,Male,0,1
46348,2/9/2019,Saturday,Orange Is The New Black,4,4,50,Female,0,1
34742,2/9/2019,Saturday,Orange Is The New Black,4,,28,Female,0,1
84605,2/9/2019,Saturday,Orange Is The New Black,2,8,17,Male,0,1
46499,2/9/2019,Saturday,Orange Is The New Black,5,10,9,Male,0,1
96040,2/9/2019,Saturday,Orange Is The New Black,,8,5,Female,0,0
58462,2/9/2019,Saturday,Orange Is The New Black,,6,5,Female,0,1
72656,2/9/2019,Saturday,Orange Is The New Black,3,9,26,Male,0,1
52965,2/9/2019,Saturday,Orange Is The New Black,2,3,20,Male,0,0
24587,2/9/2019,Saturday,Orange Is The New Black,4,4,59,Female,1,0
91957,2/9/2019,Saturday,Orange Is The New Black,5,3,30,Female,0,0
11275,2/9/2019,Saturday,Orange Is The New Black,5,3,38,Male,0,1
33457,2/9/2019,Saturday,Orange Is The New Black,3,9,15,Female,0,0
111410,2/9/2019,Saturday,Orange Is The New Black,1,10,54,Male,1,0
20251,2/9/2019,Saturday,Orange Is The New Black,5,9,21,Male,0,1
113340,2/9/2019,Saturday,Orange Is The New Black,5,8,10,Male,0,1
112227,2/9/2019,Saturday,Orange Is The New Black,2,3,28,Male,0,1
68790,2/9/2019,Saturday,Orange Is The New Black,2,10,58,Male,1,1
60300,2/9/2019,Saturday,Orange Is The New Black,4,4,50,Female,0,0
12164,2/9/2019,Saturday,Orange Is The New Black,1,5,21,Male,0,0
33950,2/9/2019,Saturday,Orange Is The New Black,2,3,10,Female,0,0
63805,2/9/2019,Saturday,Orange Is The New Black,3,4,6,Female,0,0
57626,2/9/2019,Saturday,Orange Is The New Black,3,7,52,Male,1,0
86441,2/9/2019,Saturday,Orange Is The New Black,1,2,47,Male,0,0
42615,2/9/2019,Saturday,Orange Is The New Black,4,10,53,Male,1,1
8731,2/9/2019,Saturday,Orange Is The New Black,2,9,39,Male,0,0
73066,2/9/2019,Saturday,Orange Is The New Black,4,4,59,Male,1,1
31770,2/9/2019,Saturday,Orange Is The New Black,5,5,56,Female,1,0
59641,2/9/2019,Saturday,Orange Is The New Black,1,4,41,Male,0,1
111808,2/9/2019,Saturday,Orange Is The New Black,2,10,26,Female,0,1
51219,2/9/2019,Saturday,Orange Is The New Black,1,1,2,Male,0,0
58465,2/9/2019,Saturday,Orange Is The New Black,2,2,20,Female,0,1
58555,2/9/2019,Saturday,Orange Is The New Black,3,6,3,Female,0,1
61108,2/9/2019,Saturday,Orange Is The New Black,5,6,3,Male,0,0
44602,2/9/2019,Saturday,Orange Is The New Black,1,7,40,Female,0,1
72355,2/9/2019,Saturday,Orange Is The New Black,1,1,33,Female,0,0
2317,2/9/2019,Saturday,Orange Is The New Black,2,5,42,Male,0,1
4420,2/9/2019,Saturday,Orange Is The New Black,4,7,17,Female,0,0
87730,2/9/2019,Saturday,Orange Is The New Black,3,2,29,Female,0,1
72498,2/9/2019,Saturday,Orange Is The New Black,4,6,49,Male,0,1
22575,2/9/2019,Saturday,Orange Is The New Black,2,7,12,Female,0,1
98469,2/9/2019,Saturday,Orange Is The New Black,2,1,29,Female,0,1
16718,2/9/2019,Saturday,Orange Is The New Black,4,10,12,Male,0,0
2248,2/9/2019,Saturday,Orange Is The New Black,4,7,57,Female,1,0
20014,2/9/2019,Saturday,Orange Is The New Black,5,3,39,Male,0,1
16443,2/9/2019,Saturday,Orange Is The New Black,2,8,55,Female,1,0
122280,2/9/2019,Saturday,Orange Is The New Black,4,2,20,Male,0,0
51155,2/9/2019,Saturday,Orange Is The New Black,5,9,11,Male,0,1
25539,2/9/2019,Saturday,Orange Is The New Black,3,7,3,Male,0,1
39495,2/9/2019,Saturday,Orange Is The New Black,5,9,1,Male,0,1
20195,2/9/2019,Saturday,Orange Is The New Black,4,7,45,Male,0,0
70540,2/9/2019,Saturday,Orange Is The New Black,1,8,9,Female,0,1
72171,2/9/2019,Saturday,Orange Is The New Black,4,6,16,Female,0,1
77177,2/9/2019,Saturday,Orange Is The New Black,4,5,31,Female,0,0
120696,2/9/2019,Saturday,Orange Is The New Black,2,3,41,Female,0,0
71912,2/9/2019,Saturday,Orange Is The New Black,4,9,4,Female,0,1
105478,2/9/2019,Saturday,Orange Is The New Black,4,1,20,Male,0,1
67537,2/9/2019,Saturday,Orange Is The New Black,3,4,20,Male,0,1
30199,2/9/2019,Saturday,Orange Is The New Black,2,3,40,Male,0,1
112217,2/9/2019,Saturday,Orange Is The New Black,4,4,44,Male,0,0
51683,2/9/2019,Saturday,Orange Is The New Black,2,7,33,Male,0,1
76080,2/9/2019,Saturday,Orange Is The New Black,5,10,50,Male,0,0
65828,2/9/2019,Saturday,Orange Is The New Black,4,5,51,Male,1,0
79213,2/9/2019,Saturday,Orange Is The New Black,5,5,21,Female,0,0
38898,2/9/2019,Saturday,Orange Is The New Black,3,1,25,Female,0,1
11348,2/9/2019,Saturday,Orange Is The New Black,3,6,26,Male,0,1
95044,2/9/2019,Saturday,Orange Is The New Black,4,8,24,Female,0,0
9630,2/9/2019,Saturday,Orange Is The New Black,3,8,17,Female,0,0
8173,2/9/2019,Saturday,Orange Is The New Black,4,9,54,Male,1,0
71875,2/9/2019,Saturday,Orange Is The New Black,2,2,16,Female,0,0
85188,2/9/2019,Saturday,Orange Is The New Black,3,3,43,Female,0,1
6814,2/9/2019,Saturday,Orange Is The New Black,5,7,10,Female,0,1
53027,2/9/2019,Saturday,Orange Is The New Black,1,9,50,Female,0,1
24659,2/9/2019,Saturday,Orange Is The New Black,1,3,18,Male,0,1
56701,2/9/2019,Saturday,Orange Is The New Black,3,4,39,Female,0,0
93824,2/9/2019,Saturday,Orange Is The New Black,3,3,10,Female,0,0
26526,2/9/2019,Saturday,Orange Is The New Black,4,8,32,Male,0,1
86049,2/9/2019,Saturday,Orange Is The New Black,2,4,55,Male,1,0
61263,2/9/2019,Saturday,Orange Is The New Black,4,3,45,Male,0,1
82828,2/9/2019,Saturday,Orange Is The New Black,3,10,40,Female,0,1
58070,2/9/2019,Saturday,Orange Is The New Black,3,10,17,Female,0,1
98916,2/9/2019,Saturday,Orange Is The New Black,3,9,56,Male,1,1
20459,2/9/2019,Saturday,Orange Is The New Black,1,6,34,Male,0,1
35219,2/9/2019,Saturday,Orange Is The New Black,1,2,26,Male,0,1
88634,2/9/2019,Saturday,Orange Is The New Black,3,8,32,Male,0,0
31947,2/9/2019,Saturday,Orange Is The New Black,2,6,44,Male,0,0
54935,2/9/2019,Saturday,Orange Is The New Black,1,6,53,Male,1,1
111917,2/9/2019,Saturday,Orange Is The New Black,1,8,49,Female,0,0
88747,2/9/2019,Saturday,Orange Is The New Black,4,2,29,Female,0,0
86806,2/9/2019,Saturday,Orange Is The New Black,5,9,25,Female,0,0
39232,2/9/2019,Saturday,Orange Is The New Black,2,2,24,Female,0,1
25178,2/9/2019,Saturday,Orange Is The New Black,2,8,2,Female,0,0
92472,2/9/2019,Saturday,Orange Is The New Black,5,8,18,Male,0,1
51640,2/9/2019,Saturday,Orange Is The New Black,1,8,27,Female,0,1
30469,2/9/2019,Saturday,Orange Is The New Black,5,7,28,Male,0,1
9771,2/9/2019,Saturday,Orange Is The New Black,3,7,3,Male,0,1
32056,2/9/2019,Saturday,Orange Is The New Black,3,2,3,Female,0,0
5373,2/9/2019,Saturday,Orange Is The New Black,3,3,58,Female,1,0
85090,2/9/2019,Saturday,Parks & Rec,5,8,26,Male,1,1
59870,2/9/2019,Saturday,Parks & Rec,3,6,7,Female,0,1
102898,2/9/2019,Saturday,Parks & Rec,4,4,4,Male,0,1
50033,2/9/2019,Saturday,Parks & Rec,3,1,27,Female,1,1
55580,2/9/2019,Saturday,Parks & Rec,5,3,20,Female,0,0
123615,2/9/2019,Saturday,Parks & Rec,2,9,27,Male,1,0
17353,2/9/2019,Saturday,Parks & Rec,4,7,27,,1,0
86767,2/9/2019,Saturday,Parks & Rec,3,4,6,,0,1
43837,2/9/2019,Saturday,Parks & Rec,5,3,7,Female,0,1
19508,2/9/2019,Saturday,Parks & Rec,1,6,19,Male,0,0
30533,2/9/2019,Saturday,Parks & Rec,5,8,22,Female,0,0
69442,2/9/2019,Saturday,Parks & Rec,2,2,6,Female,0,1
30617,2/9/2019,Saturday,Parks & Rec,1,5,26,Female,1,0
74778,2/9/2019,Saturday,Parks & Rec,4,7,26,Male,1,0
13535,2/9/2019,Saturday,Parks & Rec,1,3,5,Female,0,0
29870,2/9/2019,Saturday,Parks & Rec,3,10,5,Male,0,1
33305,2/9/2019,Saturday,Parks & Rec,1,2,2,Male,0,0
108281,2/9/2019,Saturday,Parks & Rec,5,1,26,Male,1,0
44662,2/9/2019,Saturday,Parks & Rec,4,7,6,Female,0,0
118194,2/9/2019,Saturday,Parks & Rec,3,6,13,Female,0,1
42968,2/9/2019,Saturday,Parks & Rec,2,3,14,Male,0,1
101787,2/9/2019,Saturday,Parks & Rec,5,9,19,Male,0,1
110760,2/9/2019,Saturday,Parks & Rec,5,7,7,Male,0,0
4862,2/9/2019,Saturday,Parks & Rec,5,1,16,Female,0,0
86218,2/9/2019,Saturday,Parks & Rec,5,2,1,Female,0,0
48491,2/9/2019,Saturday,Parks & Rec,4,2,24,Male,0,0
57557,2/9/2019,Saturday,Parks & Rec,5,7,7,Male,0,0
121070,2/9/2019,Saturday,Parks & Rec,4,6,16,Female,0,1
115251,2/9/2019,Saturday,Parks & Rec,4,8,19,Female,0,1
90088,2/9/2019,Saturday,Parks & Rec,4,5,15,Female,0,0
60805,2/9/2019,Saturday,Parks & Rec,2,7,1,Female,0,0
43146,2/9/2019,Saturday,Parks & Rec,4,7,21,Male,0,0
52107,2/9/2019,Saturday,Parks & Rec,1,8,29,Female,1,1
41432,2/9/2019,Saturday,Parks & Rec,1,10,23,Female,0,1
81075,2/9/2019,Saturday,Parks & Rec,4,10,6,Female,0,0
90315,2/9/2019,Saturday,Parks & Rec,5,8,27,Female,1,0
7400,2/9/2019,Saturday,Parks & Rec,3,1,25,Female,0,0
118978,2/9/2019,Saturday,Parks & Rec,3,7,29,Male,1,1
2808,2/9/2019,Saturday,Parks & Rec,2,7,14,Female,0,0
93262,2/9/2019,Saturday,Parks & Rec,1,10,1,Male,0,0
2133,2/9/2019,Saturday,Parks & Rec,3,3,21,Male,0,0
18634,2/9/2019,Saturday,Parks & Rec,1,5,1,Male,0,0
9633,2/9/2019,Saturday,Parks & Rec,3,7,8,Male,0,0
116202,2/9/2019,Saturday,Parks & Rec,1,6,13,Male,0,1
84072,2/9/2019,Saturday,Parks & Rec,5,10,2,Male,0,0
74618,2/9/2019,Saturday,Parks & Rec,4,3,24,Male,0,1
2861,2/9/2019,Saturday,Parks & Rec,4,9,16,Female,0,0
88739,2/9/2019,Saturday,Parks & Rec,2,6,2,Male,0,1
51378,2/9/2019,Saturday,Parks & Rec,3,6,20,Male,0,0
37049,2/9/2019,Saturday,Parks & Rec,1,8,17,Female,0,1
7977,2/9/2019,Saturday,Parks & Rec,4,3,13,Female,0,1
25922,2/9/2019,Saturday,Parks & Rec,5,6,15,Male,0,0
41076,2/9/2019,Saturday,Parks & Rec,2,3,11,Male,0,0
45386,2/9/2019,Saturday,Parks & Rec,5,10,19,Female,0,0
107088,2/9/2019,Saturday,Parks & Rec,3,8,4,Male,0,0
55715,2/9/2019,Saturday,Parks & Rec,4,8,29,Male,1,0
80286,2/9/2019,Saturday,Parks & Rec,5,6,14,Male,0,1
32760,2/9/2019,Saturday,Parks & Rec,2,8,19,Female,0,1
9218,2/9/2019,Saturday,Parks & Rec,1,9,11,Male,0,1
95260,2/9/2019,Saturday,Parks & Rec,3,8,29,Male,1,0
81184,2/9/2019,Saturday,Parks & Rec,1,4,25,Female,0,0
83285,2/9/2019,Saturday,Parks & Rec,5,6,1,Male,0,0
30749,2/9/2019,Saturday,Parks & Rec,5,3,4,Male,0,0
98943,2/9/2019,Saturday,Parks & Rec,4,9,6,Male,0,0
77920,2/9/2019,Saturday,Parks & Rec,4,7,7,Male,0,0
54539,2/9/2019,Saturday,Parks & Rec,1,7,13,Male,0,0
109566,2/9/2019,Saturday,Parks & Rec,5,3,9,Female,0,0
107886,2/9/2019,Saturday,Parks & Rec,1,10,2,Male,0,1
99171,2/9/2019,Saturday,Parks & Rec,2,4,1,Male,0,0
78822,2/9/2019,Saturday,Parks & Rec,2,4,6,Female,0,0
81032,2/9/2019,Saturday,Parks & Rec,1,7,13,Female,0,0
13174,2/9/2019,Saturday,Parks & Rec,4,4,10,Female,0,0
71669,2/9/2019,Saturday,Parks & Rec,2,8,22,Male,0,0
113854,2/9/2019,Saturday,Parks & Rec,1,6,26,Female,1,0
69528,2/9/2019,Saturday,Parks & Rec,5,1,17,Female,0,1
119803,2/9/2019,Saturday,Parks & Rec,4,4,4,Female,0,0
106012,2/9/2019,Saturday,Parks & Rec,1,6,22,Female,0,1
43096,2/9/2019,Saturday,Parks & Rec,4,2,29,Female,1,1
60574,2/9/2019,Saturday,Parks & Rec,2,9,29,Male,1,0
47851,2/9/2019,Saturday,Parks & Rec,4,4,18,Female,0,0
66474,2/9/2019,Saturday,Parks & Rec,4,6,7,Female,0,1
45828,2/9/2019,Saturday,Parks & Rec,1,8,3,Male,0,0
71411,2/9/2019,Saturday,Parks & Rec,2,5,30,Male,1,0
119520,2/9/2019,Saturday,Parks & Rec,4,5,5,Female,0,0
107072,2/9/2019,Saturday,Parks & Rec,1,1,1,Male,0,1
22310,2/9/2019,Saturday,Parks & Rec,2,9,2,Female,0,0
54533,2/9/2019,Saturday,Parks & Rec,3,4,15,Female,0,1
46865,2/9/2019,Saturday,Parks & Rec,3,8,2,Female,0,0
59138,2/9/2019,Saturday,Parks & Rec,3,9,15,Female,0,1
88210,2/9/2019,Saturday,Parks & Rec,1,7,15,Female,0,1
68824,2/9/2019,Saturday,Parks & Rec,2,2,5,Female,0,0
5873,2/9/2019,Saturday,Parks & Rec,1,10,3,Male,0,0
110073,2/9/2019,Saturday,Parks & Rec,1,4,7,Male,0,1
37779,2/9/2019,Saturday,Parks & Rec,4,10,7,Female,0,0
34782,2/9/2019,Saturday,Parks & Rec,3,2,18,Male,0,1
63195,2/9/2019,Saturday,Parks & Rec,2,2,15,Female,0,0
111634,2/9/2019,Saturday,Parks & Rec,5,5,27,Male,1,1
82421,2/9/2019,Saturday,Parks & Rec,2,8,5,Male,0,1
108905,2/9/2019,Saturday,American Horror Story,4,6,1,Male,0,0
5076,2/9/2019,Saturday,American Horror Story,3,7,15,Male,0,1
339,2/9/2019,Saturday,American Horror Story,1,8,4,Male,0,1
40174,2/9/2019,Saturday,American Horror Story,1,2,21,Male,0,1
46663,2/9/2019,Saturday,American Horror Story,4,,12,Male,0,1
15469,2/9/2019,Saturday,American Horror Story,3,3,21,Male,0,0
123013,2/9/2019,Saturday,American Horror Story,4,10,14,Female,0,1
57686,2/9/2019,Saturday,American Horror Story,2,8,11,Female,0,0
91096,2/9/2019,Saturday,American Horror Story,5,10,17,Female,0,1
114266,2/9/2019,Saturday,American Horror Story,5,3,5,Female,0,0
114895,2/9/2019,Saturday,American Horror Story,,8,29,Male,1,1
24428,2/9/2019,Saturday,American Horror Story,1,6,18,Male,0,0
83262,2/9/2019,Saturday,American Horror Story,2,2,9,Female,0,0
57144,2/9/2019,Saturday,American Horror Story,2,2,9,Female,0,0
23804,2/9/2019,Saturday,American Horror Story,3,8,20,Male,0,1
111463,2/9/2019,Saturday,American Horror Story,2,4,30,Male,1,0
16818,2/9/2019,Saturday,American Horror Story,5,2,21,Male,0,0
61014,2/9/2019,Saturday,American Horror Story,2,5,1,Female,0,1
98591,2/9/2019,Saturday,American Horror Story,4,5,1,Female,0,1
11667,2/9/2019,Saturday,American Horror Story,3,7,26,Male,1,1
108480,2/9/2019,Saturday,American Horror Story,5,10,17,Female,0,1
118950,2/9/2019,Saturday,American Horror Story,5,9,18,Female,0,1
25851,2/9/2019,Saturday,American Horror Story,2,7,60,Female,0,1
20290,2/9/2019,Saturday,American Horror Story,2,1,80,Male,0,1
108218,2/9/2019,Saturday,American Horror Story,3,2,20,Female,0,1
108718,2/9/2019,Saturday,American Horror Story,2,3,20,Female,0,1
21408,2/9/2019,Saturday,American Horror Story,2,4,14,Female,0,1
105167,2/9/2019,Saturday,American Horror Story,1,6,9,Male,0,0
46082,2/9/2019,Saturday,American Horror Story,2,2,6,Male,0,1
3478,2/9/2019,Saturday,American Horror Story,2,4,26,Female,1,0
65173,2/9/2019,Saturday,American Horror Story,2,10,20,Male,0,0
82454,2/9/2019,Saturday,American Horror Story,4,3,24,Male,0,1
66176,2/9/2019,Saturday,American Horror Story,4,5,8,Female,0,0
84804,2/9/2019,Saturday,American Horror Story,4,4,20,Female,0,0
18632,2/9/2019,Saturday,American Horror Story,5,8,4,Male,0,1
123398,2/9/2019,Saturday,American Horror Story,3,3,13,Female,0,0
30747,2/9/2019,Saturday,American Horror Story,,1,11,Male,0,0
122733,2/9/2019,Saturday,American Horror Story,2,9,15,Male,0,1
17174,2/9/2019,Saturday,American Horror Story,1,4,28,Male,1,1
59751,2/9/2019,Saturday,American Horror Story,4,9,4,Female,0,0
64988,2/9/2019,Saturday,American Horror Story,5,7,3,Male,0,1
112450,2/9/2019,Saturday,American Horror Story,1,9,29,Male,1,0
121445,2/9/2019,Saturday,American Horror Story,5,5,19,Female,0,0
16109,2/9/2019,Saturday,American Horror Story,1,6,20,Female,0,1
94403,2/9/2019,Saturday,American Horror Story,2,6,29,Male,1,0
51192,2/9/2019,Saturday,American Horror Story,1,9,13,Female,0,1
55779,2/9/2019,Saturday,American Horror Story,5,1,16,Female,0,1
94289,2/9/2019,Saturday,American Horror Story,2,7,27,Male,1,1
105678,2/9/2019,Saturday,American Horror Story,5,2,12,Male,0,1
104386,2/9/2019,Saturday,American Horror Story,2,3,1,Male,0,0
106153,2/9/2019,Saturday,American Horror Story,2,,24,Male,0,1
23345,2/9/2019,Saturday,American Horror Story,1,,5,Female,0,1
114233,2/9/2019,Saturday,American Horror Story,4,5,29,Female,1,0
31437,2/9/2019,Saturday,American Horror Story,4,2,15,Male,0,1
108957,2/9/2019,Saturday,American Horror Story,3,8,25,Female,0,1
91415,2/9/2019,Saturday,American Horror Story,3,5,11,Male,0,0
59339,2/9/2019,Saturday,American Horror Story,2,8,10,Male,0,1
1111,2/9/2019,Saturday,American Horror Story,,8,4,Male,0,1
53026,2/9/2019,Saturday,American Horror Story,5,7,2,Male,0,1
120409,2/9/2019,Saturday,American Horror Story,4,2,24,Male,0,1
112695,2/9/2019,Saturday,American Horror Story,5,4,23,Male,0,1
670,2/9/2019,Saturday,American Horror Story,3,9,26,Female,0,1
44199,2/9/2019,Saturday,American Horror Story,1,6,13,Female,0,0
45095,2/9/2019,Saturday,American Horror Story,1,8,7,Male,0,0
63330,2/9/2019,Saturday,American Horror Story,3,9,15,Male,0,0
44213,2/9/2019,Saturday,American Horror Story,5,4,5,Female,0,
26141,2/9/2019,Saturday,American Horror Story,2,10,30,Female,1,
122554,2/9/2019,Saturday,American Horror Story,5,4,30,Female,1,
108622,2/9/2019,Saturday,American Horror Story,4,5,7,Female,0,1
22165,2/9/2019,Saturday,American Horror Story,4,2,14,Male,0,1
112738,2/9/2019,Saturday,American Horror Story,2,9,20,Female,0,1
88062,2/9/2019,Saturday,American Horror Story,2,5,17,Female,0,0
53183,2/9/2019,Saturday,American Horror Story,3,9,20,Male,0,1
96246,2/9/2019,Saturday,American Horror Story,3,6,15,Female,0,0
110897,2/9/2019,Saturday,American Horror Story,1,3,26,Male,1,1
99736,2/9/2019,Saturday,American Horror Story,2,8,9,Female,0,1
98723,2/9/2019,Saturday,American Horror Story,1,8,17,Male,0,1
1402,2/9/2019,Saturday,American Horror Story,4,3,20,Male,0,0
24406,2/9/2019,Saturday,American Horror Story,1,8,18,Female,0,1
114603,2/9/2019,Saturday,American Horror Story,4,6,2,Female,0,1
48089,2/9/2019,Saturday,American Horror Story,5,1,27,Male,1,1
90624,2/9/2019,Saturday,American Horror Story,4,6,12,Female,0,1
93808,2/9/2019,Saturday,American Horror Story,5,10,14,Female,0,0
122664,2/9/2019,Saturday,American Horror Story,4,5,8,Female,0,1
112753,2/9/2019,Saturday,American Horror Story,3,2,10,Male,0,0
56275,2/9/2019,Saturday,American Horror Story,5,5,13,Female,0,1
65055,2/9/2019,Saturday,American Horror Story,1,2,7,Female,0,0
72185,2/9/2019,Saturday,American Horror Story,3,5,15,Male,0,1
18084,2/9/2019,Saturday,American Horror Story,1,2,4,Female,0,1
106233,2/9/2019,Saturday,American Horror Story,5,3,8,Female,0,0
90909,2/9/2019,Saturday,American Horror Story,3,7,27,Male,1,0
120049,2/9/2019,Saturday,American Horror Story,2,8,1,Female,0,0
34061,2/9/2019,Saturday,American Horror Story,2,7,19,Male,0,1
48093,2/9/2019,Saturday,American Horror Story,4,7,2,Female,0,1
60430,2/9/2019,Saturday,American Horror Story,4,3,30,Female,1,0
22507,2/9/2019,Saturday,American Horror Story,1,1,6,Female,0,1
41455,2/9/2019,Saturday,American Horror Story,1,6,3,Female,0,0
22747,2/9/2019,Saturday,American Horror Story,4,8,21,Female,0,1
37706,2/9/2019,Saturday,American Horror Story,4,5,15,Female,0,0
103985,2/9/2019,Saturday,American Horror Story,5,2,6,Female,0,0
11618,2/9/2019,Saturday,American Horror Story,2,4,13,Female,0,1
118572,2/9/2019,Saturday,American Horror Story,5,6,3,Male,0,0
35297,2/9/2019,Saturday,American Horror Story,4,7,14,Female,0,0
61289,2/9/2019,Saturday,American Horror Story,5,6,26,Female,1,1
58799,2/9/2019,Saturday,American Horror Story,2,10,15,Female,0,1
5423,2/9/2019,Saturday,American Horror Story,3,7,24,Female,0,0
75483,2/9/2019,Saturday,American Horror Story,2,3,23,Male,0,0
18841,2/9/2019,Saturday,American Horror Story,3,7,18,Female,0,0
88936,2/9/2019,Saturday,American Horror Story,1,7,28,Male,1,1
55652,2/9/2019,Saturday,American Horror Story,4,4,17,Male,0,1
18985,2/9/2019,Saturday,American Horror Story,2,4,16,Female,0,1
63489,2/9/2019,Saturday,American Horror Story,4,6,12,Male,0,0
19780,2/9/2019,Saturday,American Horror Story,5,4,23,Female,0,1
27185,2/9/2019,Saturday,American Horror Story,4,5,21,Male,0,1
15634,2/9/2019,Saturday,American Horror Story,2,7,11,Female,0,1
23755,2/9/2019,Saturday,American Horror Story,1,6,15,Female,0,1
115146,2/9/2019,Saturday,American Horror Story,2,7,17,Female,0,0
104044,2/9/2019,Saturday,American Horror Story,2,3,1,Female,0,0
15997,2/9/2019,Saturday,American Horror Story,1,3,14,Female,0,1
77958,2/9/2019,Saturday,American Horror Story,5,3,17,Female,0,0
37556,2/9/2019,Saturday,American Horror Story,3,1,2,Male,0,0
29323,2/9/2019,Saturday,American Horror Story,3,3,15,Male,0,0
119501,2/9/2019,Saturday,American Horror Story,1,6,2,Male,0,1
26091,2/9/2019,Saturday,American Horror Story,5,5,11,Male,0,0
108266,2/9/2019,Saturday,American Horror Story,2,7,21,Male,0,1
64533,2/9/2019,Saturday,American Horror Story,4,3,18,Female,0,1
71426,2/9/2019,Saturday,American Horror Story,5,2,8,Female,0,0
97291,2/9/2019,Saturday,American Horror Story,1,5,8,Male,0,1
44825,2/9/2019,Saturday,American Horror Story,3,3,12,Female,0,0
47763,2/9/2019,Saturday,American Horror Story,3,5,7,Female,0,1
117460,2/9/2019,Saturday,American Horror Story,3,8,4,Female,0,1
78373,2/9/2019,Saturday,American Horror Story,2,10,23,Female,0,1
110165,2/9/2019,Saturday,American Horror Story,2,2,19,Female,0,1
73820,2/9/2019,Saturday,American Horror Story,5,7,16,Female,0,1
16274,2/9/2019,Saturday,American Horror Story,1,7,9,Male,0,0
52317,2/9/2019,Saturday,American Horror Story,1,8,16,Male,0,1
75301,2/9/2019,Saturday,American Horror Story,4,4,25,Male,0,1
41267,2/9/2019,Saturday,American Horror Story,1,8,5,Male,0,1
68606,2/9/2019,Saturday,American Horror Story,2,4,24,Female,0,1
85791,2/9/2019,Saturday,American Horror Story,2,10,23,Female,0,1
27551,2/9/2019,Saturday,American Horror Story,1,4,11,Female,0,1
120837,2/9/2019,Saturday,American Horror Story,3,10,5,Male,0,1
93182,2/9/2019,Saturday,American Horror Story,5,5,14,Male,0,0
99421,2/9/2019,Saturday,American Horror Story,2,5,1,Female,0,1
24139,2/9/2019,Saturday,American Horror Story,4,1,9,Female,0,1
19520,2/9/2019,Saturday,American Horror Story,3,2,30,Female,1,1
1858,2/9/2019,Saturday,American Horror Story,4,1,29,Male,1,1
89602,2/9/2019,Saturday,American Horror Story,5,10,23,Female,0,0
95968,2/9/2019,Saturday,American Horror Story,3,10,28,Male,1,1
80378,2/9/2019,Saturday,American Horror Story,5,4,21,Female,0,0
119211,2/9/2019,Saturday,American Horror Story,3,7,4,Female,0,0
81632,2/9/2019,Saturday,American Horror Story,4,5,22,Female,0,0
110736,2/9/2019,Saturday,American Horror Story,5,5,11,Male,0,1
18329,2/9/2019,Saturday,American Horror Story,2,4,5,Male,0,1
117895,2/9/2019,Saturday,American Horror Story,2,9,10,Male,0,1
4959,2/9/2019,Saturday,American Horror Story,2,1,20,Male,0,1
66427,2/10/2019,Sunday,Stranger Things,1,10,29,Female,0,1
100055,2/10/2019,Sunday,Stranger Things,1,6,48,Male,0,0
56541,2/10/2019,Sunday,Stranger Things,1,1,5,Male,0,0
23828,2/10/2019,Sunday,Stranger Things,2,3,12,Female,0,0
111801,2/10/2019,Sunday,Stranger Things,2,10,66,Female,1,0
11896,2/10/2019,Sunday,Stranger Things,1,2,20,Male,0,0
124864,2/10/2019,Sunday,Stranger Things,2,4,30,Male,1,0
36839,2/10/2019,Sunday,Stranger Things,1,8,16,Male,0,1
93520,2/10/2019,Sunday,Stranger Things,1,1,56,,1,0
72129,2/10/2019,Sunday,Stranger Things,2,10,13,,0,0
103181,2/10/2019,Sunday,Stranger Things,2,2,16,,0,1
122977,2/10/2019,Sunday,Stranger Things,2,6,30,,1,1
69573,2/10/2019,Sunday,Stranger Things,1,2,10,,0,0
94343,2/10/2019,Sunday,Stranger Things,2,8,16,,0,0
91289,2/10/2019,Sunday,Stranger Things,1,3,40,,1,1
42943,2/10/2019,Sunday,Stranger Things,2,6,18,,0,1
84140,2/10/2019,Sunday,Stranger Things,2,7,45,,1,1
92209,2/10/2019,Sunday,Stranger Things,1,4,18,,0,0
40600,2/10/2019,Sunday,Stranger Things,1,7,35,,1,1
48470,2/10/2019,Sunday,Stranger Things,1,5,51,,1,0
1559,2/10/2019,Sunday,Stranger Things,1,1,5,,0,1
24471,2/10/2019,Sunday,Stranger Things,2,2,23,,0,1
118219,2/10/2019,Sunday,Stranger Things,2,6,32,,1,1
65444,2/10/2019,Sunday,Stranger Things,1,1,51,,1,1
53812,2/10/2019,Sunday,Stranger Things,1,5,14,,0,1
67968,2/10/2019,Sunday,Stranger Things,2,5,10,,0,0
67709,2/10/2019,Sunday,Stranger Things,2,4,6,,0,0
12872,2/10/2019,Sunday,Stranger Things,2,2,58,,1,0
111813,2/10/2019,Sunday,Stranger Things,2,1,7,,0,0
91290,2/10/2019,Sunday,Stranger Things,2,1,59,,1,0
80752,2/10/2019,Sunday,Stranger Things,1,9,18,,0,1
75059,2/10/2019,Sunday,Stranger Things,1,7,52,Male,1,1
889,2/10/2019,Sunday,Stranger Things,1,10,34,Male,1,0
45068,2/10/2019,Sunday,Stranger Things,2,6,2,Female,0,0
80602,2/10/2019,Sunday,Stranger Things,,10,21,Male,0,1
56815,2/10/2019,Sunday,Stranger Things,2,10,57,Female,1,0
119463,2/10/2019,Sunday,Stranger Things,1,2,41,Female,1,0
